year,country,countryn,iso,iso3n,cpds1,poco,eu,emu,gov_right1,gov_cent1,gov_left1,gov_party,gov_new,gov_gap,gov_chan,gov_right2,gov_cent2,gov_left2,gov_right3,gov_cent3,gov_left3,gov_sup,gov_type,year_01,country_01,elect,vturn,social1,social2,social3,social4,social5,social6,social7,social8,leftsoc1,leftsoc2,leftsoc3,leftsoc4,leftsoc5,comm1,comm2,comm3,comm4,postcom1,postcom2,agrarian1,agrarian2,agrarian3,conserv1,conserv2,conserv3,conserv4,conserv5,conserv6,conserv7,conserv8,relig1,relig2,relig3,relig4,relig5,relig6,relig7,liberal1,liberal2,liberal3,liberal4,liberal5,liberal6,liberal7,liberal8,liberal9,protest1,protest2,protest3,protest4,protest5,green1,green2,green3,ethnic1,ethnic2,ethnic3,ethnic4,right1,right2,right3,right4,right5,regio1,femin1,monarch1,person1,pension1,pension2,nonlbl1,nonlbl2,allia1,allia2,allia3,others,year_02,country_02,ssocial1,ssocial2,ssocial3,ssocial4,ssocial5,ssocial6,ssocial7,ssocial8,sleftsoc1,sleftsoc2,sleftsoc3,sleftsoc4,sleftsoc5,scomm1,scomm2,scomm3,scomm4,spostcom1,spostcom2,sagrarian1,sagrarian2,sagrarian3,sconserv1,sconserv2,sconserv3,sconserv4,sconserv5,sconserv6,sconserv7,sconserv8,srelig1,srelig2,srelig3,srelig4,srelig5,srelig6,srelig7,sliberal1,sliberal2,sliberal3,sliberal4,sliberal5,sliberal6,sliberal7,sliberal8,sliberal9,sprotest1,sprotest2,sprotest3,sprotest4,sprotest5,sgreen1,sgreen2,sgreen3,sethnic1,sethnic2,sethnic3,sethnic4,sright1,sright2,sright3,sright4,sright5,sregio1,sfemin1,smonarch1,sperson1,spension1,spension2,snonlbl1,snonlbl2,sallia1,sallia2,sallia3,sothers,year_03,country_03,womenpar,rae_ele,rae_leg,effpar_ele,effpar_leg,dis_abso,dis_rel,dis_gall,year_04,country_04,lfirst,lsec,leff,lmin,lexe,ldis,lint,lfed,lbic,lrid,ljud,lbank,lfirstp,lfirstpi,lfirstpb,year_05,country_05,instcons,structur,fed,pres,prop,bic,referen,dir,judrev,year_06,country_06,kaopen,openc,outlays,receipts,realgdpgr,nomgdpgr,inflation,debt,debt_hist,deficit,pbal,capb,interest,curac,year_07,country_07,ttl_labf,civ_labf,emp_civ,labfopar,empratio,emp_ag,emp_ind,emp_serv,emp_un,unemp,year_08,country_08,nld,wi,wdlost,strike,grossu,netu,ud,adjcov,grossu_ipol,netu_ipol,ud_ipol,adjcov_ipol,year_09,country_09,sstran,socexp_t_pmp,socexp_c_pmp,socexp_k_pmp,oldage_pmp,survivor_pmp,incapben_pmp,health_pmp,family_pmp,almp_pmp,unemp_pmp,housing_pmp,othsocx_pmp,year_10,country_10,educexp_gov,educexp_gov_ipol,educexp_public,educexp_public_ipol,educexp_private,educexp_private_ipol,educatt_minimal,educatt_minimal_ipol,educatt_tertiary,educatt_tertiary_ipol,year_11,country_11,fallow_pmp,mpleave_pmp,othfam_c_pmp,childcare_pmp,homehelp_pmp,othfam_k_pmp,servadmi_pmp,training_pmp,jobrot_pmp,incent_pmp,disabled_pmp,jobcrea_pmp,startup_pmp,compen_pmp,earretir_pmp,year_12,country_12,emprot_reg,emprot_temp,prefisc_gini,pretran_gini,postfisc_gini,pop,pop15_64,pop65,elderly,year_13,country_13
2005,Croatia,6,HRV,191,0,1,0,0,"6,67","86,67","0,00",1,0,0,0,"1,50","98,50","0,00","0,66","43,42","0,00","44,08",5,2005,Croatia,,"62,1","22,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","33,9","0,0","0,0","0,0","0,0","0,0","0,0","8,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","6,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","13,8",2005,Croatia,"28,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","2,0","0,0","0,0","0,0","0,0","0,0","3,9",2005,Croatia,"21,7","0,82","0,72","5,41","3,56","1,85","0,34","10,28",2005,Croatia,,,,,,,,,,,,,,,,2005,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2005,Croatia,"0,70","84,73","46,70","42,90","4,16","7,70","3,00","41,10","41,10","-3,90","-2,00",,,"-5,30",2005,Croatia,"1878,54",,,"65,30",,"231,57","815,11","904,87","241,00","13,00",2005,Croatia,,,,,,,,,"451,53","451,60","37,02",,2005,Croatia,"12,53",,,,,,,,,,,,,2005,Croatia,,"3,87","3,98","3,98","0,28","0,28","29,30","29,30","13,40","13,40",2005,Croatia,,,,,,,,,,,,,,,,2005,Croatia,,,,,,"4311,67","2876,72","751,45","17,43",2005,Croatia
2006,Croatia,6,HRV,191,0,1,0,0,"0,73","92,60","0,00",1,0,0,1,"0,16","99,84","0,00","0,07","43,42","0,00","43,49",4,2006,Croatia,,"62,1","22,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","33,9","0,0","0,0","0,0","0,0","0,0","0,0","8,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","6,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","13,8",2006,Croatia,"28,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","2,0","0,0","0,0","0,0","0,0","0,0","3,9",2006,Croatia,"21,7","0,82","0,72","5,41","3,56","1,85","0,34","10,28",2006,Croatia,,,,,,,,,,,,,,,,2006,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2006,Croatia,"0,70","86,07","46,40","43,00","4,79","8,97","3,29","38,60","38,60","-3,40","-1,50",,"4,43","-6,60",2006,Croatia,"1904,26",,,"66,17",,"230,74","838,10","940,07","215,00","11,60",2006,Croatia,,,,,,,,,"446,26","446,40","36,01",,2006,Croatia,"13,28",,,,,,,,,,,,,2006,Croatia,,"3,92","4,04","4,04","0,38","0,38","28,30","28,30","13,60","13,60",2006,Croatia,,,,,,,,,,,,,,,,2006,Croatia,,,,,,"4313,01","2877,63","758,91","17,60",2006,Croatia
2007,Croatia,6,HRV,191,0,1,0,0,"0,00","93,33","0,00",1,0,0,0,"0,00","100,00","0,00","0,00","43,42","0,00","43,42",4,2007,Croatia,25.11.2007,"59,5","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","36,6","0,0","0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","11,2",2007,Croatia,"36,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,7","0,0","0,0","0,0","0,0","0,0","8,4",2007,Croatia,"20,9","0,76","0,68","4,10","3,08","1,02","0,25","8,93",2007,Croatia,,,,,,,,,,,,,,,,2007,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2007,Croatia,"0,70","85,27","45,50","43,00","5,15","9,47","2,66","37,30","37,30","-2,40","-0,50",,"4,93","-7,20",2007,Croatia,"1932,67",,,"67,18",,"229,21","865,75","977,44","190,00","9,90",2007,Croatia,,,,,,,,,"441,00","441,20","35,01",,2007,Croatia,"12,59",,,,,,,,,,,,,2007,Croatia,"3,97","3,97","4,02","4,02","0,35","0,35","26,70","26,70","13,40","13,40",2007,Croatia,,,,,,,,,,,,,,,,2007,Croatia,,,,,,"4315,68","2877,02","765,40","17,74",2007,Croatia
2008,Croatia,6,HRV,191,0,1,0,0,"5,39","86,50","0,00",1,0,0,1,"6,36","93,64","0,00","3,20","46,89","0,00","50,09",2,2008,Croatia,,"59,5","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","36,6","0,0","0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","11,2",2008,Croatia,"36,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,7","0,0","0,0","0,0","0,0","0,0","8,4",2008,Croatia,"20,9","0,76","0,68","4,10","3,08","1,02","0,25","8,93",2008,Croatia,,,,,,,,,,,,,,,,2008,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2008,Croatia,"0,70","84,99","45,40","42,70","2,05","7,87","5,80","39,00","39,00","-2,80","-0,80",,"6,04","-8,80",2008,Croatia,"1945,87",,,"67,68",,"226,93","877,91","1005,76","166,00","8,60",2008,Croatia,,,,,"435,73","436,00","34,00",,"435,73","436,00","34,00",,2008,Croatia,"12,18","18,30","12,60","5,70","5,70","2,00","2,50","6,30","1,50",,"0,20","0,00","0,20",2008,Croatia,"4,27","4,27","4,32","4,32","0,36","0,36","25,90","25,90","13,60","13,60",2008,Croatia,,,,,,,,,,,,,,,,2008,Croatia,,,,,,"4312,76","2874,93","769,83","17,85",2008,Croatia
2009,Croatia,6,HRV,191,0,1,0,0,"5,28","78,87","0,00",1,0,0,1,"6,53","93,47","0,00","3,29","47,00","0,00","50,29",2,2009,Croatia,,"59,5","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","36,6","0,0","0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","11,2",2009,Croatia,"36,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,7","0,0","0,0","0,0","0,0","0,0","8,4",2009,Croatia,"23,5","0,76","0,68","4,10","3,08","1,02","0,25","8,93",2009,Croatia,,,,,,,,,,,,,"0,10","-0,72","0,86",2009,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2009,Croatia,"0,70","72,76","48,30","42,40","-7,38","-4,81","2,22","48,30","48,30","-6,00","-3,70",,"7,83","-4,90",2009,Croatia,"1946,55",,,"67,71",,"234,12","816,75","1021,92","180,00","9,30",2009,Croatia,,,,,"423,96","423,96","33,69","60,00","423,96","423,96","33,69","60,00",2009,Croatia,"13,71","20,40","13,90","6,60","6,20","2,10","2,80","7,10","1,60",,"0,40","0,00","0,20",2009,Croatia,"4,39","4,39","4,42","4,42","0,37","0,37","25,30","25,30","14,50","14,50",2009,Croatia,,,,,,,,,,,,,,,,2009,Croatia,,,,,,"4307,28","2874,70","769,26","17,86",2009,Croatia
2010,Croatia,6,HRV,191,0,1,0,0,"5,16","81,75","0,00",1,0,0,1,"6,48","93,52","0,00","3,26","47,00","0,00","50,26",2,2010,Croatia,,"59,5","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","36,6","0,0","0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","11,2",2010,Croatia,"36,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,7","0,0","0,0","0,0","0,0","0,0","8,4",2010,Croatia,"23,5","0,76","0,68","4,10","3,08","1,02","0,25","8,93",2010,Croatia,,,,,,,,,,,,,"0,23","-0,75","1,07",2010,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2010,Croatia,"0,70","75,90","47,20","40,80","-1,42","-0,61","1,08","57,30","57,30","-6,50","-4,00",,"6,29","-0,90",2010,Croatia,"1923,97",,,"66,93",,"240,97","746,72","994,21","224,00","11,80",2010,Croatia,,,,,,"390,00","32,68",,"391,98","390,00","32,68",,2010,Croatia,"13,78","20,50","14,00","6,50","6,40","2,10","2,90","6,90","1,60",,"0,50","0,00","0,20",2010,Croatia,"4,25","4,25","4,31","4,31","0,27","0,27","25,40","25,40","15,70","15,70",2010,Croatia,,,,,,,,,,,,,,,,2010,Croatia,,,,,,"4295,97","2874,43","764,11","17,79",2010,Croatia
2011,Croatia,6,HRV,191,0,1,0,0,"0,56","82,13","1,68",2,1,1,1,"4,47","93,61","1,92","2,20","45,84","0,98","49,02",5,2011,Croatia,04.12.2011,"54,2","40,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,1","2,8","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","15,5",2011,Croatia,"53,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,7",2011,Croatia,"23,8","0,77","0,61","4,35","2,57","1,78","0,41","11,21",2011,Croatia,,,,,,,,,,,,,"0,24","-0,83","1,17",2011,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2011,Croatia,"0,70","81,27","48,20","40,40","-0,33","1,33","2,21","63,80","63,80","-7,80","-5,00",,"6,54","-0,80",2011,Croatia,"1890,51",,,"65,87",,"237,02","736,34","942,56","256,00","13,70",2011,Croatia,,,,,"360,00","360,00","31,20",,"360,00","360,00","31,20",,2011,Croatia,"14,22","20,20","13,90","6,30","6,40","2,10","2,80","6,70","1,60",,"0,50","0,00","0,20",2011,Croatia,"4,15","4,15","4,21","4,21","0,40","0,40","24,60","24,60","15,40","15,40",2011,Croatia,,,,,,,,,,,,,,,,2011,Croatia,,,,,,"4286,55","2869,88","733,12","17,10",2011,Croatia
2012,Croatia,6,HRV,191,0,1,0,0,"22,73","0,00","68,18",4,1,2,0,"22,16","0,00","77,84","11,30","0,00","39,70","51,00",2,2012,Croatia,,"54,2","40,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,1","2,8","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","15,5",2012,Croatia,"53,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,7",2012,Croatia,"23,8","0,77","0,61","4,35","2,57","1,78","0,41","11,21",2012,Croatia,,,,,,,,,,,,,"-0,07","-0,90","0,81",2012,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2012,Croatia,"0,70","82,68","47,30","42,10","-2,24","-0,72","3,35","69,40","69,40","-5,20","-2,10",,"6,13","0,00",2012,Croatia,"1867,51",,,"65,32",,"191,85","713,06","945,73","292,00","15,80",2012,Croatia,,,,,"352,12","352,10","30,90",,"352,12","352,10","30,90",,2012,Croatia,"14,05","20,70","14,00","6,70","6,60","2,10","2,70","7,00","1,60",,"0,50","0,00","0,20",2012,Croatia,,"4,37",,,,,"23,10","23,10","15,80","15,80",2012,Croatia,,,,,,,"0,06","0,05",,"0,04","0,01","0,05","0,01","0,43",,2012,Croatia,,,,,,"4268,44","2858,96","769,25","18,02",2012,Croatia
2013,Croatia,6,HRV,191,0,1,1,0,"23,27","0,00","67,42",4,0,0,0,"22,16","0,00","77,84","11,30","0,00","39,70","51,00",2,2013,Croatia,,"54,2","40,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,1","2,8","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","15,5",2013,Croatia,"53,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,7",2013,Croatia,"23,8","0,77","0,61","4,35","2,57","1,78","0,41","11,21",2013,Croatia,,,,,,,,,,,,,"-0,60","-0,94","0,14",2013,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2013,Croatia,"0,70","85,60","47,70","42,40","-0,65","0,14","2,33","80,50","80,50","-5,30","-2,10",,"4,68","1,20",2013,Croatia,"1853,99",,,"65,18",,"164,35","684,34","947,80","320,00","17,40",2013,Croatia,,,,,,,,,,,,,2013,Croatia,"14,16","21,40","14,20","7,20","6,90","2,10","2,70","7,50","1,60",,"0,50","0,00","0,20",2013,Croatia,"4,58","4,58",,,,,"22,40","22,40","17,00","17,00",2013,Croatia,,,,,,,"0,05","0,09",,"0,03","0,01","0,05","0,03","0,45",,2013,Croatia,,,,,,"4257,45","2844,47","743,03","17,45",2013,Croatia
2014,Croatia,6,HRV,191,0,1,1,0,"23,81","0,00","64,10",3,1,-1,0,"22,16","0,00","77,84","11,30","0,00","39,70","51,00",2,2014,Croatia,,"54,2","40,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,1","2,8","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","15,5",2014,Croatia,"53,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,7",2014,Croatia,"23,8","0,77","0,61","4,35","2,57","1,78","0,41","11,21",2014,Croatia,,,,,,,,,,,,,"-0,67","-0,97","0,00",2014,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2014,Croatia,"0,70","90,51","48,10","43,00","-0,10","-0,03","0,22","84,00","84,00","-5,10","-1,70",,"4,05",,2014,Croatia,"1900,00",,,"67,31",,"148,93","693,12","1002,83","325,00","17,20",2014,Croatia,,,,,,,,,,,,,2014,Croatia,"14,43","21,00","14,10","6,90","7,10","2,10","2,60","7,00","1,50",,"0,50","0,00","0,20",2014,Croatia,,,,,,,"21,00","21,00","18,50","18,50",2014,Croatia,,,,,,,"0,06","0,08",,"0,04","0,01","0,02","0,02","0,39",,2014,Croatia,,,,,,"4239,50","2822,80","788,92","18,61",2014,Croatia
2015,Croatia,6,HRV,191,0,1,1,0,"20,52","0,00","61,90",3,0,0,1,"21,82","0,00","78,18","10,99","0,00","39,32","50,30",2,2015,Croatia,08.11.2015,"60,8","26,9","3,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","29,6","0,0","0,0","0,0","0,0","0,0","0,0","5,6","0,0","13,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","14,7",2015,Croatia,"27,8","1,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","33,1","0,0","0,0","0,0","0,0","0,0","0,0","6,0","0,0","12,6","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,8",2015,Croatia,"15,2","0,82","0,79","5,42","4,84","0,58","0,11","4,04",2015,Croatia,,,,,,,,,,,,,"-0,50","-0,81","0,09",2015,Croatia,,0,0,1,2,"1,0",0,"2,00",1,2015,Croatia,"0,70",,"48,40","44,90","2,35","2,33","-0,26","83,80","83,80","-3,40","0,10",,"3,55",,2015,Croatia,"1898,59",,,"68,01",,"146,11","689,31","1024,17","304,00","16,10",2015,Croatia,,,,,,,,,,,,,2015,Croatia,"14,54","20,70","14,00","6,70","7,10","2,00","2,50","6,90","1,50",,"0,50","0,00","0,20",2015,Croatia,,,,,,,"20,40","20,40","19,70","19,70",2015,Croatia,,,,,,,"0,06","0,22",,"0,05","0,01","0,06","0,03","0,33",,2015,Croatia,"2,48","2,00",,,,"4201,48","2791,72","800,02","19,04",2015,Croatia
